scenario,policy,start,success,evac_time,fed,incapacitated,timed_out,smoke_time,fire_time,wait_time,path_length,n_reroutes,plan_ms,n_plans
0,shortest_path,N2_7,0,,1.0,1,0,41.09,6.0,0.0,36.0,0,0.678,3
0,static_risk,N2_7,1,56.359020425610076,0.6846,0,0,56.36,0.0,0.0,48.0,0,2.972,4
0,dynamic_risk,N2_7,1,56.378464090057996,0.6848,0,0,56.38,0.0,0.0,48.0,0,7.731,4
0,dynamic_perfect_perception,N2_7,1,56.359020425610076,0.6846,0,0,56.36,0.0,0.0,48.0,0,8.107,4
0,oracle,N2_7,1,56.359020425610076,0.6846,0,0,56.36,0.0,0.0,48.0,0,0.0,0
1,shortest_path,N1_1,1,17.910456568601248,0.0,0,0,0.0,0.0,0.0,24.0,0,0.416,2
1,static_risk,N1_1,1,17.916755228024105,0.0,0,0,0.0,0.0,0.0,24.0,0,3.217,2
1,dynamic_risk,N1_1,1,17.916755228024105,0.0,0,0,0.0,0.0,0.0,24.0,0,3.867,2
1,dynamic_perfect_perception,N1_1,1,17.910456568601248,0.0,0,0,0.0,0.0,0.0,24.0,0,3.271,2
1,oracle,N1_1,1,17.910456568601248,0.0,0,0,0.0,0.0,0.0,24.0,0,0.0,0
2,shortest_path,N0_4,1,14.055115323918677,0.1755,0,0,14.06,0.06,0.0,12.0,0,0.169,1
2,static_risk,N0_4,1,14.055115323918677,0.1755,0,0,14.06,0.06,0.0,12.0,0,2.223,1
2,dynamic_risk,N0_4,1,14.055115323918677,0.1755,0,0,14.06,0.06,0.0,12.0,0,1.82,1
2,dynamic_perfect_perception,N0_4,1,14.055115323918677,0.1755,0,0,14.06,0.06,0.0,12.0,0,1.738,1
2,oracle,N0_4,1,14.055115323918677,0.1755,0,0,14.06,0.06,0.0,12.0,0,0.0,0
3,shortest_path,N1_8,1,21.74928145550118,0.1279,0,0,14.75,0.0,0.0,24.0,0,0.437,2
3,static_risk,N1_8,1,21.747062772696964,0.1279,0,0,14.75,0.0,0.0,24.0,0,2.378,2
3,dynamic_risk,N1_8,1,21.747062772696964,0.1279,0,0,14.75,0.0,0.0,24.0,0,3.737,2
3,dynamic_perfect_perception,N1_8,1,21.747062772696964,0.1279,0,0,14.75,0.0,0.0,24.0,0,3.754,2
3,oracle,N1_8,1,21.747062772696964,0.1279,0,0,14.75,0.0,0.0,24.0,0,0.0,0
4,shortest_path,N1_8,1,17.988531561044123,0.0026,0,0,0.0,0.0,0.0,24.0,0,0.42,2
4,static_risk,N1_8,1,17.988531561044123,0.0026,0,0,0.0,0.0,0.0,24.0,0,2.152,2
4,dynamic_risk,N1_8,1,17.988531561044123,0.0026,0,0,0.0,0.0,0.0,24.0,0,3.65,2
4,dynamic_perfect_perception,N1_8,1,17.988188838792997,0.0026,0,0,0.0,0.0,0.0,24.0,0,3.395,2
4,oracle,N1_8,1,17.988188838792997,0.0026,0,0,0.0,0.0,0.0,24.0,0,0.0,0
5,shortest_path,N4_2,1,26.8724094951952,0.0,0,0,0.0,0.0,0.0,36.0,0,0.634,3
5,static_risk,N4_2,1,26.865698736162976,0.0,0,0,0.0,0.0,0.0,36.0,0,2.236,3
5,dynamic_risk,N4_2,1,26.865698736162976,0.0,0,0,0.0,0.0,0.0,36.0,0,5.642,3
5,dynamic_perfect_perception,N4_2,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,4.929,3
5,oracle,N4_2,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,0.0,0
6,shortest_path,N5_5,1,8.955646239364588,0.0,0,0,0.0,0.0,0.0,12.0,0,0.17,1
6,static_risk,N5_5,1,8.955646239364588,0.0,0,0,0.0,0.0,0.0,12.0,0,2.227,1
6,dynamic_risk,N5_5,1,8.955646239364588,0.0,0,0,0.0,0.0,0.0,12.0,0,1.81,1
6,dynamic_perfect_perception,N5_5,1,8.955646239364588,0.0,0,0,0.0,0.0,0.0,12.0,0,1.64,1
6,oracle,N5_5,1,8.955646239364588,0.0,0,0,0.0,0.0,0.0,12.0,0,0.0,0
7,shortest_path,N2_3,1,43.50671653169129,0.2561,0,0,23.55,0.0,0.0,48.0,0,0.73,4
7,static_risk,N2_3,1,35.83722882183274,0.0,0,0,0.0,0.0,0.0,48.0,0,2.258,4
7,dynamic_risk,N2_3,1,36.05108930982065,0.0076,0,0,0.0,0.0,0.0,48.0,0,8.476,4
7,dynamic_perfect_perception,N2_3,1,35.82089552238806,0.0,0,0,0.0,0.0,0.0,48.0,0,6.522,4
7,oracle,N2_3,1,35.82089552238806,0.0,0,0,0.0,0.0,0.0,48.0,0,0.0,0
8,shortest_path,N1_7,1,26.887542706270676,0.0,0,0,0.0,0.0,0.0,36.0,0,0.587,3
8,static_risk,N1_7,1,26.887106692869683,0.0,0,0,0.0,0.0,0.0,36.0,0,2.278,3
8,dynamic_risk,N1_7,1,26.887106692869683,0.0,0,0,0.0,0.0,0.0,36.0,0,5.208,3
8,dynamic_perfect_perception,N1_7,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,5.093,3
8,oracle,N1_7,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,0.0,0
9,shortest_path,N3_2,0,,1.0,1,0,41.45,5.0,0.0,48.0,0,0.909,4
9,static_risk,N3_2,1,46.8451579275234,0.4569,0,0,28.87,0.9,0.0,48.0,0,2.27,4
9,dynamic_risk,N3_2,1,45.765294174357365,0.0328,0,0,0.92,0.0,0.0,60.0,1,9.152,5
9,dynamic_perfect_perception,N3_2,1,36.053533506088044,0.0078,0,0,0.0,0.0,0.0,48.0,0,6.896,4
9,oracle,N3_2,1,44.7764947248109,0.0,0,0,0.0,0.0,0.0,60.0,0,0.0,0
10,shortest_path,N3_9,1,17.910447761221505,0.0,0,0,0.0,0.0,0.0,24.0,0,0.439,2
10,static_risk,N3_9,1,17.910447761221505,0.0,0,0,0.0,0.0,0.0,24.0,0,2.262,2
10,dynamic_risk,N3_9,1,17.910447761221505,0.0,0,0,0.0,0.0,0.0,24.0,0,3.678,2
10,dynamic_perfect_perception,N3_9,1,17.910447761221505,0.0,0,0,0.0,0.0,0.0,24.0,0,3.966,2
10,oracle,N3_9,1,17.910447761221505,0.0,0,0,0.0,0.0,0.0,24.0,0,0.0,0
11,shortest_path,N3_1,1,27.35274640283314,0.0162,0,0,0.0,0.0,0.0,36.0,0,0.652,3
11,static_risk,N3_1,1,29.12230221986808,0.6196,0,0,4.44,5.44,0.0,36.0,0,2.232,3
11,dynamic_risk,N3_1,1,27.35274640283314,0.0162,0,0,0.0,0.0,0.0,36.0,0,5.485,3
11,dynamic_perfect_perception,N3_1,1,27.32223108801458,0.0152,0,0,0.0,0.0,0.0,36.0,0,5.551,3
11,oracle,N3_1,1,35.820949657716604,0.0,0,0,0.0,0.0,0.0,48.0,0,0.0,0
12,shortest_path,N3_3,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,0.564,3
12,static_risk,N3_3,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,2.235,3
12,dynamic_risk,N3_3,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,5.357,3
12,dynamic_perfect_perception,N3_3,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,5.045,3
12,oracle,N3_3,1,26.865671641791042,0.0,0,0,0.0,0.0,0.0,36.0,0,0.0,0
13,shortest_path,N1_9,1,10.371116696103893,0.0472,0,0,3.37,0.0,0.0,12.0,0,0.214,1
13,static_risk,N1_9,1,10.371116696103893,0.0472,0,0,3.37,0.0,0.0,12.0,0,2.226,1
13,dynamic_risk,N1_9,1,10.371116696103893,0.0472,0,0,3.37,0.0,0.0,12.0,0,1.845,1
13,dynamic_perfect_perception,N1_9,1,10.371116696103893,0.0472,0,0,3.37,0.0,0.0,12.0,0,1.667,1
13,oracle,N1_9,1,10.371116696103893,0.0472,0,0,3.37,0.0,0.0,12.0,0,0.0,0
14,shortest_path,N0_8,1,8.975679738999924,0.0,0,0,0.0,0.0,0.0,12.0,0,0.206,1
14,static_risk,N0_8,1,8.975679738999924,0.0,0,0,0.0,0.0,0.0,12.0,0,2.237,1
14,dynamic_risk,N0_8,1,8.975679738999924,0.0,0,0,0.0,0.0,0.0,12.0,0,1.735,1
